village_id_rand,treatment,total_bl_villavg,hindi_bl_villavg,math_bl_villavg,english_bl_villavg,total_ely1_villavg,hindi_ely1_villavg,math_ely1_villavg,english_ely1_villavg,total_ely2_villavg,hindi_ely2_villavg,math_ely2_villavg,english_ely2_villavg,total_ely3_villavg,hindi_ely3_villavg,math_ely3_villavg,english_ely3_villavg,child_female_villfrac,child_scst_villfrac,number_students
1,1,7.0512819,2.6410255,2.2307692,2.1794872,10.12,4.1199999,3.3199999,2.6800001,9,3.5999999,2.8,2.5999999,9.7368422,3.2105262,3.2631578,3.2631578,.48717949,.35897437,39
2,0,7.2692308,2.6538463,2.6153846,2,10.142858,4.2142859,3.3571429,2.5714285,10.428572,3.8571429,3.5,3.0714285,11.071428,4.6428571,3.3571429,3.0714285,.5,.69230771,26
3,1,6.1428571,2.1428571,2.0714285,1.9285715,9,3.5,2.75,2.75,5.8571429,1.7142857,1.8571428,2.2857144,9.3999996,2.8,3.4000001,3.2,.5714286,0,14
4,1,7.48,3,2.3199999,2.1600001,11.6,5.1999998,3.4666667,2.9333334,12.6,4.8666668,3.9333334,3.8,13.733334,4.8666668,4.5999999,4.2666669,.51999998,.16,25
5,0,5.352941,2,2.0588236,1.2941177,7.181818,2.909091,2.3636363,1.9090909,10.75,3.875,4,2.875,10.166667,3.6666667,3.6666667,2.8333333,.64705884,0,17
6,0,8.2666664,3.3666666,2.5999999,2.3,12.235294,4.7647057,3.8235295,3.6470587,11.411765,4.7647057,3.6470587,3,9.2352943,3.6470587,3.2352941,2.3529413,.5,.16666667,30
7,0,8.2058821,3.2352941,2.7352941,2.2352941,11.789474,5,3.9473684,2.8421052,11.578947,4.7894735,3.6315789,3.1578948,12.642858,4.7142859,4,3.9285715,.47058824,.47058824,34
8,0,7.4193549,3.0645161,2.4516129,1.9032258,9.6842108,4.0526314,3.1052632,2.5263157,10.294118,4.2941175,3.1764705,2.8235295,11.714286,5.2142859,3.4285715,3.0714285,.58064514,.96774191,31
9,0,8.8999996,3.7,3,2.2,10,4.375,2.9375,2.6875,11.166667,4.5833335,3.6666667,2.9166667,11.285714,4.1428571,3.7142856,3.4285715,.44999999,.89999998,20
10,0,7.6875,2.875,2.375,2.4375,13,5.3333335,4.1111112,3.5555556,12.25,4.75,4,3.5,10.888889,4.2222223,3.2222223,3.4444444,.5625,.375,16
11,0,6.4166665,2.5833333,2.0833333,1.75,10.2,4.5999999,2.5999999,3,8.625,3.625,2.625,2.375,8.4285717,3.2857144,2.7142856,2.4285715,.5,.75,12
12,0,5.4615383,2.1538463,1.8461539,1.4615384,9.8000002,4,3,2.8,8.4285717,3.5714285,2.7142856,2.1428571,8.4444447,3.1111112,2.5555556,2.7777777,.30769232,1,13
13,1,5.3000002,1.6,1.8,1.9,6.8888888,2.7777777,2,2.1111112,8.6000004,3.2,3,2.4000001,6.3333335,1.3333334,2.6666667,2.3333333,1,.69999999,10
14,1,7.1071429,2.6071429,2.5357144,1.9642857,10.214286,3.7857144,3.3571429,3.0714285,8.3999996,2.8666666,2.8666666,2.6666667,9.7647057,3.5882354,3.1176472,3.0588236,.4642857,.035714287,28
15,0,4.6153846,1.5769231,1.6923077,1.3461539,8.1428576,3.2142856,2.7142856,2.2142856,6.9285712,2.7142856,2.2857144,1.9285715,7.1428571,2.7857144,2.3571429,2,.5,.42307693,26
16,0,10.68,4.4000001,3.24,3.04,12.294118,4.8823528,3.8823528,3.5294118,13.133333,5.5333333,3.9333334,3.6666667,13.090909,5.4545455,4.3636365,3.2727273,.36000001,1,25
17,0,4.3333335,1.6666666,1.3333334,1.3333334,8.666667,4,2.6666667,2,6.75,2.5,2.5,1.75,6.5,2.5,2.375,1.625,.58333331,1,12
18,0,7.1111112,3,2,2.1111112,11.444445,5.2222223,3,3.2222223,11.5,5.1999998,3.3,3,11.5,4.75,3.5,3.25,.77777779,1,18
19,0,8.333333,3.3,2.5666666,2.4666667,11.315789,4.6315789,3.4210527,3.2631578,10.764706,4.5882354,3.2352941,2.9411764,10.9375,4.5625,3.125,3.25,.46666667,1,30
20,0,8.212121,3.3636363,2.5454545,2.3030303,11.636364,4.909091,3.5,3.2272727,11.647058,5.1764708,3.4117646,3.0588236,10.8,4.6666665,3.1333334,3,.60606062,.969697,33
21,0,7.0799999,2.4000001,2.5999999,2.0799999,10,4.2857141,3.2857144,2.4285715,9.3529415,3.7647059,3.0588236,2.5294118,10,4.2142859,3,2.7857144,.56,.88,25
22,1,7.7777777,3.2222223,2.5555556,2,12.5,5,4,3.5,11.5,4.3333335,3.6666667,3.5,12.833333,5,4,3.8333333,.55555558,1,9
23,1,6.5,2.3333333,2.3333333,1.8333334,10.8,4.1999998,3.5999999,3,10.166667,3.8333333,3.3333333,3,13.5,4.75,4.5,4.25,.66666669,1,12
24,1,5.6363635,2.0454545,2.0454545,1.5454545,8.916667,3.25,3.4166667,2.25,8.7692308,3.2307692,3.1538463,2.3846154,9.3846149,3.1538463,3.3076923,2.9230769,.5,.90909094,22
25,1,6.090909,2.340909,2.0681818,1.6818181,8.833333,3.5333333,2.8666666,2.4333334,9.2962961,3.5925925,3.1111112,2.5925925,10.555555,3.7037036,3.6666667,3.1851852,.5,.93181819,44
26,1,6.0833335,2.25,2.1666667,1.6666666,9.0769234,3.2307692,3.2307692,2.6153846,10.142858,3.5,3.3571429,3.2857144,10.846154,3.3846154,3.8461537,3.6153846,.58333331,.91666669,24
27,0,9.4736843,3.6315789,3.3684211,2.4736843,13.363636,5.3636365,4.090909,3.909091,11.181818,4.2727275,3.8181818,3.090909,11,4,3.7,3.3,.63157892,1,19
28,1,6.2727275,2.3181818,2.2272727,1.7272727,9.727273,3.7272727,3.4545455,2.5454545,8.666667,2.75,3.1666667,2.75,11.4,3.7,4.1999998,3.5,.45454547,1,22
29,1,7.0799999,3.1199999,2.1199999,1.84,10.866667,4.4666667,3.5333333,2.8666666,10.714286,4.1428571,3.4285715,3.1428571,10.4,3.7,3.5,3.2,.56,1,25
30,0,7.1176472,2.7647059,2.5588236,1.7941177,11.529411,4.8235292,3.8823528,2.8235295,9.863636,4.1363635,3.2272727,2.5,9,3.5555556,3,2.4444444,.55882353,.58823532,34
31,0,7.2352943,2.9705882,2.5,1.7647059,9.590909,4.0454545,3.1818182,2.3636363,7.9444447,3.3333333,2.6666667,1.9444444,9.7777777,4.0555553,3.1666667,2.5555556,.55882353,.58823532,34
32,1,7.4814816,3.1111112,2.3703704,2,10.733334,4.5999999,3.1333334,3,9.9375,3.875,3.125,2.9375,10.266666,3.8,3.2666667,3.2,.48148149,1,27
33,1,6.5999999,2.5999999,2.3,1.7,10.571428,4.4285712,3.1428571,3,12.888889,5.7777777,3.5555556,3.5555556,10.444445,4.1111112,3.2222223,3.1111112,.69999999,.15000001,20
34,1,8.666667,3.6888888,2.6222222,2.3555555,12.115385,5.2307692,3.6538463,3.2307692,12.304348,5.304348,3.6086957,3.3913043,12.461538,4.8461537,3.9615386,3.6538463,.51111114,.95555556,45
35,0,7.0769229,2.8846154,2.1538463,2.0384614,9.5882349,4.0588236,2.8823528,2.6470587,10,4.4117646,3.0588236,2.5294118,9.666667,4.1333332,3.1333334,2.4000001,.61538464,.69230771,26
36,0,5.6363635,2.090909,2.090909,1.4545455,8.7142859,3.4285715,2.8571429,2.4285715,10.428572,4.2857141,3,3.1428571,10.714286,4.5714288,3.4285715,2.7142856,.54545456,.36363637,11
37,1,7.8095236,3.0952382,2.4285715,2.2857144,11,4.6153846,3.3846154,3,12.769231,5.1538463,3.9230769,3.6923077,12.857142,4.8571429,4.1428571,3.8571429,.42857143,1,21
38,0,7.0769229,2.8461537,2.1538463,2.0769231,8.8235292,3.7058823,2.5882354,2.5294118,8.5,3.4285715,2.7857144,2.2857144,7.9230771,3,2.6153846,2.3076923,.57692307,1,26
39,0,9.2142859,3.7142856,2.9285715,2.5714285,12.444445,5.4444447,3.3333333,3.6666667,10.777778,4.6666665,3,3.1111112,11.666667,4.8888888,3.4444444,3.3333333,.35714287,1,14
40,0,8.7142859,3.6428571,2.4285715,2.6428571,10.538462,4.3076925,3.2307692,3,12.090909,4.909091,3.4545455,3.7272727,13.166667,5.8333335,3.6666667,3.6666667,.35714287,0,14
41,1,6.625,2.6500001,2.175,1.8,9.875,3.9166667,3.2916667,2.6666667,10.08,4.1599998,3.0799999,2.8399999,10.703704,3.7777777,3.4814816,3.4444444,.47499999,.57499999,40
42,1,6.5714288,2.7142856,2.1428571,1.7142857,9.25,4,2.75,2.5,9,3.75,3,2.25,6.25,2.25,2.25,1.75,.2857143,.71428573,7
43,0,6.9130435,2.673913,2.4130435,1.826087,9.3448277,4.1034484,3.0344827,2.2068965,9.2399998,3.72,3.1199999,2.4000001,10.074074,4.185185,3,2.8888888,.45652175,.47826087,46
44,0,7.8076925,2.7692308,2.9615386,2.0769231,12,4.75,4,3.25,11.133333,4.5999999,3.6666667,2.8666666,11.375,4.5,3.6875,3.1875,.46153846,.11538462,26
45,0,6,2.2083333,2.2916667,1.5,7.6923075,3,3,1.6923077,10.384615,3.4615386,4.2307692,2.6923077,11.214286,4.5,4.1428571,2.5714285,.5,.041666668,24
46,0,6.1944447,2.4444444,2.1111112,1.6388888,8.208333,3.5416667,2.5,2.1666667,8.8800001,3.5999999,3.1600001,2.1199999,8.5714283,3.7142856,2.7142856,2.1428571,.41666666,.3888889,36
47,1,6.7894735,2.7894738,2.1578948,1.8421053,9.272727,3.7272727,3,2.5454545,10.583333,4,3.4166667,3.1666667,11.545455,4,4,3.5454545,.36842105,0,19
48,0,6.5555553,2.2777777,2.3888888,1.8888888,10,4.1111112,3,2.8888888,11.333333,4.8888888,3.3333333,3.1111112,10.4,4.5999999,3.2,2.5999999,.44444445,.055555556,18
49,1,5.8400002,1.96,2,1.88,8.4375,3.3125,2.75,2.375,9,3.4166667,3.0833333,2.5,11.090909,4,3.6363637,3.4545455,.47999999,.31999999,25
50,0,7.7142859,3.0714285,2.3571429,2.2857144,10.5,4.5,3.25,2.75,9.625,4,2.875,2.75,10.714286,4.7142859,2.7142856,3.2857144,.5,.21428572,14
51,0,6.1724138,2.4137931,2.1379311,1.6206896,9.1111107,3.8333333,2.9444444,2.3333333,9.8888893,3.9444444,3.1666667,2.7777777,8.0666666,3.5999999,2.7333333,1.7333333,.41379312,.34482759,29
52,0,8.1111107,3.2962964,2.7407408,2.074074,11.352942,5.1176472,3.2941177,2.9411764,11.733334,5.3333335,3.2,3.2,11.4,4.8000002,3.4000001,3.2,.37037036,0,27
53,0,7.1999998,2.6333334,2.3,2.2666667,9.833333,3.8333333,3,3,9.8823528,3.8235295,3.1764705,2.8823528,10,4.1111112,2.8888888,3,.46666667,.1,30
54,1,5.3589745,2,2.025641,1.3333334,7.9583335,3.125,2.875,1.9583334,8.0625,3.625,2.4375,2,9.5,3.1428571,3.2857144,3.0714285,.53846157,.33333334,39
55,0,4,1.2,1.6,1.2,5.5,2.5,2,1,7,3,2.5,1.5,7,2.6666667,2.6666667,1.6666666,.40000001,1,5
56,1,4.5999999,1.3333334,2.0666666,1.2,6.8000002,2.7,2.3,1.8,9,3.4545455,3.090909,2.4545455,12.555555,4.5555553,4.1111112,3.8888888,.33333334,0,15
57,0,6.7272725,2.590909,2.3181818,1.8181819,8.3999996,3.4666667,2.8666666,2.0666666,,,,,,,,,.5,.31818181,22
58,1,7.9444447,3.2777777,2.6944444,1.9722222,11.3,5.0500002,3.3,2.95,11.15,5,3.2,2.95,12.590909,4.681818,4.181818,3.7272727,.3888889,.47222221,36
59,1,5.96875,2.15625,2.03125,1.78125,8.5238094,3.2857144,2.6190476,2.6190476,9.4444447,3.3333333,3.2777777,2.8333333,9.75,3.625,3.1875,2.9375,.34375,.15625,32
60,1,4.9583335,1.8333334,1.875,1.25,5.8235292,2.2352941,2.3529413,1.2352941,5.8461537,2.1538463,2.2307692,1.4615384,8.181818,3.090909,2.6363637,2.4545455,.54166669,1,24
61,1,7.7272725,3.2272727,2.7272727,1.7727273,10.466666,4.0666666,3.8,2.5999999,12.538462,5,3.9230769,3.6153846,13.272727,5.181818,4.090909,4,.45454547,.95454544,22
62,1,6.0384617,2.4615386,1.9615384,1.6153846,7.7647057,3.2352941,2.5294118,2,7.8000002,2.9333334,2.6666667,2.2,10.363636,4,3.3636363,3,.46153846,1,26
63,1,5.3000002,1.8,1.9,1.6,8.833333,3.1666667,2.8333333,2.8333333,8.7142859,3.2857144,3,2.4285715,11.666667,4.3333335,4,3.3333333,.60000002,1,10
64,0,6.8823528,2.6470587,2.4117646,1.8235294,9.272727,3.909091,2.909091,2.4545455,9.636364,3.909091,3,2.7272727,10.545455,4.181818,3.5454545,2.8181818,.35294119,1,17
65,1,7.939394,3.060606,2.5757575,2.3030303,11.238095,4.4285712,3.5238094,3.2857144,11.411765,4.4117646,3.7647059,3.2352941,13.5,5.0714288,4.3571429,4.0714288,.4848485,1,33
66,1,3.6666667,1.25,1.4166666,1,5.1666665,1.5,1.6666666,2,6.7777777,2.2222223,2.3333333,2.2222223,8.1999998,3,2.5999999,2.5999999,.33333334,1,12
67,1,7.7142859,3.3571429,2.5357144,1.8214285,10.263158,4.3157897,3.2105262,2.7368422,11.222222,4.7222223,3.3333333,3.1666667,12.466666,4.8000002,4.1333332,3.5333333,.5,.8214286,28
68,1,9.1428576,3.4285715,2.7142856,3,12.3,5,3.7,3.5999999,13,4.6666665,4,4.3333335,13,4.5999999,4.5999999,3.8,.42857143,1,14
69,0,9.1599998,3.3599999,2.96,2.8399999,13,4.7857141,4.2142859,4,12.266666,4.8000002,4.0666666,3.4000001,12.428572,4.6428571,3.8571429,3.9285715,.47999999,1,25
70,1,8.2222223,3.3888888,2.2222223,2.6111112,11.615385,4.7692308,3.0769231,3.7692308,10.416667,4.3333335,3,3.0833333,11.111111,4.2222223,3.3333333,3.5555556,.44444445,1,18
71,1,6.0357141,2.5,2.1071429,1.4285715,9.2222223,4,2.9444444,2.2777777,7.9333334,3.4000001,2.5333333,2,10.928572,4.2142859,3.5714285,3.1428571,.5,.4642857,28
72,0,10.545455,4,2.909091,3.6363637,13.125,5.25,3.75,4.125,14.666667,6,3.8333333,4.8333335,12.75,5,3.75,4,.27272728,.63636363,11
73,0,7.1538463,2.8461537,2.4615386,1.8461539,7.4000001,3.3,2.4000001,1.7,10.272727,4.909091,2.6363637,2.7272727,11.25,5.125,3,3.125,.53846157,1,13
74,1,5.5599999,1.92,2.1199999,1.52,7.8666668,3.1333334,2.8,1.9333333,10.714286,3.6428571,3.6428571,3.4285715,10.142858,3.5,3.3571429,3.2857144,.51999998,.51999998,25
75,0,7.375,2.875,2.375,2.125,11.2,4.8000002,3.4000001,3,8.666667,3.5,2.8333333,2.3333333,12.333333,5,3.6666667,3.6666667,.125,1,8
76,0,7,2.4545455,2.5227273,2.0227273,10.384615,4,3.3846154,3,9.8846149,3.6923077,3.3846154,2.8076923,9.75,3.75,3.3333333,2.6666667,.40909091,.86363637,44
77,1,6.7659574,2.4893618,2.2127659,2.0638299,9.6071424,3.6428571,3.1071429,2.8571429,8.727273,3.2272727,2.9545455,2.5454545,10.529411,4,3.1764705,3.3529413,.5106383,.65957445,47
78,1,7.2352943,3.4705882,2.1764705,1.5882353,11.875,5.375,3.625,2.875,9,3.8888888,2.5555556,2.5555556,12.555555,5.2222223,3.6666667,3.6666667,.35294119,.17647059,17
79,1,5.5,2.1500001,1.9,1.45,9.2307692,3.9230769,2.6923077,2.6153846,8.833333,3.75,2.75,2.3333333,11.636364,3.909091,4,3.7272727,.40000001,.5,20
80,1,5.8461537,1.8461539,2.1538463,1.8461539,7.3333335,2.6666667,2.6666667,2,9.8571424,4,3,2.8571429,12.166667,4,4.1666665,4,.46153846,.92307693,13
81,0,5.75,2.25,2.1666667,1.3333334,6.5,2.7,2.3,1.5,6.6666665,2.6666667,2.6666667,1.3333334,7,2.8,2.5999999,1.6,.5,.33333334,12
82,1,5.7083335,1.7916666,2.0416667,1.875,7.6153846,2.3846154,2.4615386,2.7692308,9.2857141,3.6428571,2.9285715,2.7142856,12.2,4.6666665,3.7333333,3.8,.54166669,.91666669,24
83,1,7.9756098,2.9756098,2.6341465,2.3658535,10.444445,4.185185,3.4074075,2.8518519,11.6,4.52,3.76,3.3199999,12.411765,5.0588236,3.8235295,3.5294118,.46341464,.41463414,41
84,1,5.7391305,2.1304348,2.0869565,1.5217391,6.3571429,2.3571429,2.2857144,1.7142857,8.8571424,3.4285715,3.2142856,2.2142856,9,2.8888888,3.5555556,2.5555556,.30434781,.52173913,23
85,1,6.9333334,3.0666666,2,1.8666667,9.1999998,4.1999998,2.5999999,2.4000001,11.285714,5.2857141,3,3,12,4.8571429,4.1428571,3,.40000001,.13333334,15
86,1,7.5500002,3.0250001,2.5250001,2,10.608696,4.4347825,3.2608695,2.9130435,10.65,4.3499999,3.1500001,3.1500001,11.217391,4.478261,3.6086957,3.1304348,.44999999,.57499999,40
87,0,6.5999999,2.4000001,2.4666667,1.7333333,8.3000002,3.3,2.8,2.2,8.5,3.7,2.5,2.3,8.375,3.375,2.5,2.5,.53333336,.33333334,15
88,0,6.347826,2.0869565,2.4347825,1.826087,8.2142859,2.9285715,2.9285715,2.3571429,9.375,3.125,3.5625,2.6875,8.916667,3.0833333,3,2.8333333,.52173913,.95652175,23
89,1,7.909091,3.1818182,2.4545455,2.2727273,11.2,4.8000002,3.2,3.2,13.25,5,4.25,4,9,3.25,3,2.75,.54545456,1,11
90,1,6.2272725,2.4545455,1.9090909,1.8636364,9.2142859,3.7857144,2.7857144,2.6428571,10.692307,4.3846154,3.2307692,3.0769231,11,4,3.6666667,3.3333333,.5,.81818181,22
91,1,9.1875,3.5,2.875,2.8125,13.5,5.25,4.25,4,11.555555,4.7777777,3.5555556,3.2222223,14.111111,5.4444447,4.4444447,4.2222223,.4375,.4375,16
92,1,5.2727275,1.8181819,2,1.4545455,7.5,3.3333333,2.5,1.6666666,9,3.8,2.8,2.4000001,11,3.6666667,3.8333333,3.5,.45454547,.63636363,11
93,0,7.7213116,2.9836066,2.5409837,2.1967213,10.447369,4.3684211,3.1052632,2.9736843,10.9375,4.71875,3.3125,2.90625,10.275862,4.1724138,3.0344827,3.0689654,.49180329,.54098362,61
